sentence,hedge_hits,is_forward_looking
"Today, I'll share our progress across the AI full stack.",0,False
"Then Search and Cloud, followed by YouTube and Other Bets.",0,False
Starting with our AI infrastructure.,0,False
"It's the foundation of our full stack approach to AI, driving customer growth and product adoption.",0,False
"Our custom TPUs, Axion CPUs, and the latest NVIDIA GPUs continue to form the industry's widest variety of compute options.NVIDIA GPUs are a core part of our AI accelerator portfolio, and we will be among the first to offer NVIDIA Vera Rubin NVL72, in addition to the Blackwell- and Hopper-based instances already available.",0,False
"At Cloud Next, we introduced our eighth generation TPUs, individually specialized for training and serving, and able to take on the most demanding agentic workloads.",0,False
TPU 8t provides high performance model training with three times the processing power of Ironwood and two times the performance.,0,False
"TPU 8i delivers cost effective, low latency inference, with 80% better performance per dollar than the prior generation.",0,False
This exceptional infrastructure powers our world class AI research.,0,False
"That includes models and tooling, which continue to progress really well.",0,False
"Gemini 3.1 Pro continues to push the frontier in reasoning, multimodal understanding and cost.",0,False
"We've quickly expanded the Gemini 3.1 series of models to offer more choices for developers, including our cost efficient Flash models. 3.1 Flash Live, our latest audio model, has improved precision and reasoning, making voice interactions more natural and intuitive.",0,False
It's now powering conversational features in Search and the Gemini app.,0,False
Speech to text is now available in 70 languages.,0,False
"And with 3.1 Pro, our Deep Research agent got a big upgrade, including MCP support and native visualizations.",0,False
Our generative media models are incredibly popular.,0,False
Lyria 3 has generated over 150 million songs since launching on the Gemini App.,0,False
Nano Banana 2 reached one billion images in nearly half the time of Nano Banana 1.,0,False
And Veo 3.1 Lite is our most cost efficient video model to date.,0,False
"On top of this, we launched Gemma 4, our most intelligent open model.",0,False
It's been downloaded over 50 million times in just a few weeks.,0,False
"In fact, our open models have now been downloaded over 500 million times.",0,False
"Looking ahead, we are focused on pushing the next frontiers of foundation models, including intelligence, agents and agentic coding.",2,True
And we are using the latest technologies to transform how we work as a company.,0,False
"For example, with Antigravity, we are shifting to truly agentic workflows.",0,False
"Our engineers are now orchestrating fully autonomous digital task forces, and building at a faster velocity.",0,False
"Next, we are bringing helpful AI into the hands of billions of people every day through our products and platforms.",0,False
"Earlier this year, we introduced Personal Intelligence, which helps people get more personalized and helpful responses.",0,False
"It's now in the Gemini app, AI Mode and Gemini in Chrome.",0,False
"Early traction has been good, and this month we integrated Nano Banana 2 to make personalized image creation possible in the Gemini app.",0,False
Maps recently got its most significant upgrade in over a decade with Gemini.,0,False
Users can now have a conversation with Maps and get more personalized suggestions and intuitive directions.,0,False
"And the Pixel 10a launched to positive reviews, providing the best of Google's AI features like Gemini Live and AI powered camera features.",0,False
"AI continues to drive Search usage, and queries are at an all time high.",0,False
"We continue to invest in improvements to AI Overviews, which are driving overall Search growth, and we are also seeing strong growth in both users and usage of AI Mode globally.",0,False
"Personal Intelligence expanded broadly in the U.S. and we are seeing people ask more personal questions, and getting responses that are uniquely relevant to them.",0,False
"We also shipped agentic experiences, like restaurant booking, to new countries and new multimodal capabilities like Search Live globally.",0,False
We're also continuing to improve efficiency and speed.,0,False
"Even as we have brought new AI features into our results page, we have reduced Search latency by more than 35% over the past five years.",0,False
"And since upgrading AI Overviews and AI Mode to Gemini 3, we have reduced the cost of core AI responses by more than 30%, thanks to continued hardware and engineering breakthroughs.",0,False
We are excited to share more about Search at IO.,0,False
"Now, over to Google Cloud.",0,False
Google Cloud is differentiated because we are the only provider to offer first party solutions across the entire Enterprise AI stack.,0,False
"Our growth in revenue, operating margin, and backlog highlights this differentiation.",0,False
Our Enterprise AI solutions have become our primary growth driver for Cloud for the first time.,0,False
"In Q1, revenue from products built on our gen AI models grew nearly 800% year over year.",0,False
"We are winning new customers faster, with new customer acquisition doubling compared to the same period last year.",0,False
"We are seeing strong deal momentum, doubling the number of $100 million to $1 billion deals year on year, and signing multiple billion dollar plus deals.",0,False
And we are deepening relationships with existing customers.,0,False
"Customers outpaced their initial commitments by 45%, accelerating over last quarter.",0,False
"At Cloud Next last week, we introduced hundreds of new capabilities across our vertically optimized AI stack that are designed to work together for our enterprise customers.",0,False
"We introduced a new Gemini Enterprise Agent Platform that empowers users to build, orchestrate, govern and optimize agents with the controls that enterprise customers need.",0,False
"Along with new capabilities in Gemini Enterprise app — like Projects, Canvas, Long Running Agents and Skills, every employee can build agents.",0,False
"In Q1, Gemini Enterprise paid monthly active users grew 40% quarter over quarter.",0,False
"That includes major global brands like Bosch, Citi Wealth, Merck, and Mars, Incorporated.",0,False
Our partner ecosystem plays an increasingly critical role in driving Gemini Enterprise adoption.,0,False
"We saw 9x year over year growth both in seats sold with partners, and in the number of partners adopting it for internal use.",0,False
This momentum is leading to accelerating usage of our models.,0,False
"Over the past 12 months, 330 Google Cloud customers each processed over one trillion tokens. 35 reached the ten trillion token milestone.",0,False
"To give agents business context from enterprise data to help them reason intelligently, we introduced a new Agentic Data Cloud.",0,False
"It includes a cross cloud Lakehouse, Knowledge Catalog and Deep Research Agents, which combine research and analytical skills.",0,False
"As an example, using our data cloud, American Express is enabling agentic commerce at scale by moving an enterprise data platform, along with hundreds of production applications, to BigQuery.",0,False
"Vodafone is proactively resolving outages, automating network planning and precisely targeting capacity.",1,True
Enterprise data has become critical for agents to reason.,0,False
Our strength with Big Query and Gemini Enterprise has led Gemini powered workflows in Big Query to grow over 30X year over year.,0,False
"As cybersecurity threats from the use of AI models accelerate, our expertise in AI and Cybersecurity is driving strong demand for our Agentic Defense offerings.",0,False
"In March, we closed the acquisition of Wiz, a leading cloud and security AI platform, which is an incredible fit for the moment we are in.",0,False
We've seen tremendous interest from customers in our unique cybersecurity and AI products and services to protect their IT estate.,0,False
The performance of Wiz so far has exceeded our expectations.,0,False
"Together with Google's Threat Intelligence, Security Operations and AI models, Wiz is helping organizations detect, prevent and respond to threats.",0,False
"We introduced new Gemini powered agents for threat detection, continuous red teaming, and automated remediation to protect software code and Cloud systems Customers like Deloitte, Priceline and Shell are using our agentic defense to strengthen their security posture.",0,False
All of this is powered by the AI Infrastructure I mentioned earlier.,0,False
"Our TPUs continue our leadership in performance, cost and power efficiency for customers like Thinking Machines Lab, Hudson River Trading and Boston Dynamics.",0,False
"As TPU demand grows from AI labs, capital markets firms, and high performance computing applications, we will begin to deliver TPUs to a select group of customers in their own data centers in a hardware configuration to expand our addressable market opportunity.",0,False
"Turning to YouTube, where our momentum continues.",0,False
"In the Living Room, U.S. viewers are watching over 200 million hours of YouTube content daily.",0,False
"And as of March, we've reached a new milestone with over ten million channels now publishing Shorts each day.",0,False
This level of daily activity is a testament to how people enjoy this content and how we've made it easier for creators.,0,False
"And in Q1, our YouTube Music and Premium offering saw its largest quarterly increase in the total number of non-trial subscribers, both globally and in the US, since YouTube Premium launched in June 2018.",0,False
I hope you'll tune in to Brandcast on May 13.,0,False
Waymo is on a great trajectory.,0,False
It launched in Nashville a few weeks ago.,0,False
"That makes six new cities so far in 2026, and operations in eleven major U.S. cities in total.",0,False
"Waymo also surpassed 500,000 fully autonomous rides per week, doubling in less than a year.",0,False
"Wing continues to expand across the U.S in partnership with Walmart and Doordash, and announced plans to operate in the Bay Area.",1,True
"In summary, a terrific start to the year.",0,False
"With so many great opportunities ahead, we're not slowing down.",1,True
Huge thanks to all our employees and our partners.,0,False
See you at IO on May 19th.,0,False
"Philipp Schindler, SVP and CBO, Google Thanks, Sundar, and hello, everyone.",0,False
"As usual, I'll start with the performance of Google Services, then cover the progress we are delivering across Search, YouTube and Partnerships.",0,False
"Google Services revenues were $90 billion for the quarter, up 16% year on year, primarily driven by the continued growth of Search.",0,False
"Adding some further color to our results Search and Other delivered 19% growth, primarily driven by Retail and Finance.",0,False
"YouTube advertising revenues grew 11% driven by Direct Response, followed by Brand.",0,False
And Network advertising revenues were down 4% year on year.,0,False
"Starting with Search and Other revenues, which delivered $60 billion in revenue for the quarter.",0,False
"We are accelerating the deployment of Gemini across our entire ads infrastructure to help businesses reach more customers, in more places, than ever before.",0,False
"This is driving significant improvements across all areas of marketing, and continues to fuel new performance breakthroughs across three areas critical for our customers' success ads quality, advertiser tools and new AI user experiences.",0,False
AI is boosting our ability to deeply understand user intent for a given search query and to find the most relevant ads.,0,False
"Even when we don't have a direct user query, we are making significant strides in improving relevance.",0,False
"In Discover, new AI models and classifiers are driving higher relevance by better aligning ads with unique user interests.",0,False
"In Maps, we are using Gemini to ensure Promoted Pins are deeply relevant to a user's surroundings, location of interest, history and intent.",0,False
This work is improving ads relevance by nearly 10% leading to significant increase in user engagement.,0,False
We're pairing this strengthened prediction driven relevance with bottom of funnel precision.,0,False
"Over the past year, we've made over 20 improvements to Search and Shopping bid strategies.",0,False
Smart Bidding now uses Gemini to match user intent to an advertiser's products and services more accurately and further drive performance.,0,False
This level of granularity was previously impossible to achieve at scale.,0,False
"Second, on advertiser tools, where Gemini helps advertisers drive more efficient and effective campaigns.",0,False
People no longer search in fragments; they search conversationally and share more context.,0,False
"We launched AI Max to help advertisers adapt to this new way of searching, and, earlier this month, it moved out of beta, with improved performance quality across targeting and creative capabilities.",0,False
"They captured one third more clicks for a fifth of the spend, while simultaneously increasing the average booking value by 55%.",0,False
"And Etsy saw a 10% search volume uplift, with 15% of those queries being net new to their business.",0,False
We see significant opportunity as advertisers continue to make good progress on AI readiness and the adoption of AI tools.,0,False
"For instance, more than 30% of our customers' Search spend now uses AI enabled campaigns AI Max or Performance Max.",0,False
And these advertisers are seeing more conversion for the same spend.,0,False
"Third, how we monetize new AI user experiences in Search.",0,False
"We aren't just bringing existing ad formats into AI experiences, we are reinventing ads for this new era.",0,False
Direct Offers in AI Mode are resonating with users and continue to receive positive customer feedback.,0,False
"Gap, L'Oréal and Chewy are just some of the latest partners who have now signed up to test this Google Ads pilot.",0,False
We are also exploring new formats for retailers.,0,False
"AI Mode already surfaces organic product recommendations based on a users' query, and we are now testing a new ad format that displays retailers who sell those recommended products.",0,False
"In addition, the retail industry is rapidly coalescing around the open source Universal Commerce Protocol, or UCP, we launched in January in partnership with the ecosystem.",0,False
"Last week we welcomed Amazon, Meta, Microsoft, Salesforce and Stripe as new members to the UCP Tech Council.",0,False
"They join founding members Shopify, Etsy, Target, Wayfair and Google to further accelerate the transition toward an agentic future.",0,False
"Partners like Sephora and Macy's have joined companies like Ulta Beauty, who are already rolling out UCP and can now redefine consumer journeys from discovery to checkout.",0,False
Ulta Beauty just last week launched agentic commerce within AI Mode in Search and the Gemini app.,0,False
"Shoppers can now review product recommendations, compare options and complete streamlined checkout for eligible purchases, directly within AI Mode and Gemini.",0,False
"Turning to YouTube, which has now led streaming watch time in the U.S. for three consecutive years.",0,False
"We are in an unmatched position to connect brands with the audiences they care about, in the moments they engage in.",0,False
We are applying Gemini to drive better matching and discovery between brands and creators of all sizes.,0,False
"Gemini now powers YouTube Creator Partnerships, a centralized platform integrated directly into YouTube Studio for creators and Google Ads for advertisers.",0,False
"We've also made it easier to buy premium ad space in top tier podcast shows, by curating the most watched podcasts into popular genres.",0,False
"For example, Supergoop partnered with YouTube creator Liza Koshy on a multi-format Shorts and long form CTV campaign, resulting in a 93% lift for their glowscreen product and a 55% overall brand lift.",0,False
"Looking at monetization across YouTube, momentum continues in Shorts and the Living Room, and Demand Gen continues to drive momentum in Direct Response, in particular with smaller advertisers.",1,True
Brand too is benefiting from growth in the Living Room where we continue to scale creator brand deals.,0,False
"YouTube Subscriptions revenue continues to grow faster than ads, particularly YouTube Music & Premium.",0,False
"By the end of Q1, YouTube Premium Lite was fully launched in 23 countries and we plan to launch in more than a dozen new countries in Q2.",1,True
"As always, I'll wrap with the progress we're seeing across Partnerships.",0,False
Retailers are increasingly looking to Google to support their AI transformation.,1,True
"This quarter Kingfisher, Target and Wayfair closed significant multi year Cloud and Ads deals.",0,False
"Combined with their implementation of UCP, these partnerships will help deliver personalized, AI driven agentic experiences, from discovery to checkout.",0,False
"In closing, I'd like to thank Googlers everywhere for their contributions to our success; and, as always, to our customers and partners for their continued trust.",0,False
"Anat Ashkenazi, SVP and CFO, Alphabet and Google Thank you, Philipp.",0,False
"My comments will focus on year over year comparisons for the first quarter, unless I state otherwise.",0,False
"I will start with results at the Alphabet level, and will then cover our segment results.",0,False
I'll end with some commentary on our outlook for the second quarter and full year 2026.,1,True
"We had an outstanding first quarter, delivering our 11th consecutive quarter of double digit revenue growth.",0,False
"Consolidated revenue reached $109.9 billion, up 22%, or 19% in constant currency.",0,False
"Total cost of revenue was $41.3 billion, up 14%.",0,False
"TAC was up $15.2 billion, up 11%.",0,False
"Other Cost of Revenues was $26 billion, up 15%, primarily driven by increases in depreciation, content acquisition costs largely, for YouTube, and compensation.",0,False
Total operating expenses were up 24% to $28.9 billion.,0,False
"R&D expenses increased by 26%, driven by compensation due to investment in AI talent, as well as depreciation.",0,False
"Sales and Marketing expenses were up 23%, driven primarily by marketing investments to support the Gemini app and Search, as well as compensation.",0,False
"G&A expenses increased 21%, primarily due to an increase in compensation and costs related to legal and other matters.",0,False
"Operating income increased 30% to $39.7 billion, and operating margin was 36.1%.",0,False
"Other income and expenses was $37.7 billion, representing a meaningful increase from the prior year, primarily due to unrealized gains in our nonmarketable equity securities portfolio.",0,False
"Net income increased 81% to $62.6 billion, and earnings per share increased 82% to $5.11.",0,False
We generated operating cash flow of $45.8 billion in the first quarter and $174.4 billion for the trailing 12 months.,0,False
"CapEx was $35.7 billion in the first quarter, with the overwhelming majority of this spend in technical infrastructure to support the AI opportunities we see across the company.",0,False
"Approximately 60% of our investment in technical infrastructure this quarter was in servers, and 40% was in data centers and networking equipment.",0,False
Free cash flow was $10.1 billion in the first quarter and $64.4 billion for the trailing 12 months.,0,False
We ended the quarter with $126.8 billion in cash and marketable securities and $77.5 billion in long-term debt.,0,False
"And as we announced today, our Board of Directors declared a 5% increase in the quarterly dividend.",0,False
"Turning to segment results, Google Services revenues increased 16% to $89.6 billion, reflecting strong growth in Search and Subscriptions.",0,False
Google Services revenues also benefited from a strong FX tailwind.,0,False
"Google Search and other advertising revenues increased by 19% to $60.4 billion, driven by growth in the retail and financial services verticals.",0,False
"YouTube advertising revenues increased 11% to $9.9 billion, driven by Direct Response advertising as well as Brand.",0,False
Network advertising revenues of $7 billion were down 4%.,0,False
"Subscriptions, Platforms & Devices revenues increased 19% this quarter to $12.4 billion due to strong growth in both YouTube subscriptions, particularly in YouTube Music and Premium, and Google One subscriptions, which benefited from increased demand for AI plans.",1,True
"Google Services operating income increased 24% to $40.6 billion, and operating margin was 45.3%.",0,False
The Google Cloud segment delivered outstanding results in the first quarter.,0,False
Cloud revenues accelerated across all key areas and were up 63% to $20 billion.,0,False
"Revenue growth was driven by strong performance in GCP, which continued to grow at a rate that was much higher than Cloud's overall revenue growth rate.",0,False
"The largest contributor to Cloud's growth this quarter was AI solutions, driven by strong demand for industry leading models, including Gemini 3.",0,False
"In addition, we had strong growth in AI infrastructure due to continued deployment of TPUs and GPUs; and core GCP continues to be a sizable contributor, driven by demand for infrastructure and other services such as cybersecurity and data analytics.",0,False
"Workspace again delivered strong double digit revenue growth, driven by an increase in the number of seats and the average revenue per seat.",0,False
"Cloud operating income was $6.6 billion, tripling year over year, and operating margin increased from 17.8% in the first quarter of last year to 32.9%.",0,False
"Google Cloud's backlog nearly doubled sequentially, reaching $462 billion at the end of the first quarter.",0,False
The increase was driven by strong demand for our enterprise AI offerings and the inclusion of TPU hardware sales that Sundar referenced earlier.,0,False
"The majority of the backlog is related to typical GCP contracts, and we expect to recognize just over 50% of the backlog as revenue over the next 24 months.",1,True
"In Other Bets, revenues were $411 million, and operating loss was $2.1 billion.",0,False
"For the past few years, we have been working to prioritize our efforts and investments in the Other Bets.",0,False
"In Q1 of this year, Verily completed an external capital raise that resulted in its deconsolidation from Alphabet.",0,False
"GFiber announced plans to combine with Astound Broadband, which will result in its deconsolidation from Alphabet when the deal closes, which we expect to take place in Q4.",2,True
"And we continue to allocate significant resources to businesses where we see meaningful opportunities to create value, such as Waymo.",0,False
"Turning to our outlook, I would like to provide some commentary on factors that will impact our business performance in the second quarter and full year 2026.",1,True
"First, in terms of revenues, we're pleased with the overall momentum of the business.",0,False
"At current spot rates, we would expect to see an FX tailwind of approximately one percentage point toward consolidated revenue in Q2, compared to three percentage points FX tailwinds in the first quarter.",1,True
"In Google Cloud, as Sundar mentioned, we will begin to deliver TPU hardware to a select group of customers in their own data centers.",0,False
"We expect to begin recognizing a small percent of the revenues from these agreements later this year, with the vast majority of revenues to be realized in 2027.",1,True
"It is important to keep in mind that revenues from TPU hardware sales will fluctuate from quarter to quarter, depending on when TPUs are shipped to customers.",0,False
"And finally, we're excited to welcome the Wiz team to Google Cloud with the closing of the acquisition in March, and are very pleased with the performance to date.",0,False
A couple of items to highlight related to the acquisition.,0,False
"First, Wiz will be reporting in the Google Cloud segment.",0,False
"And second, we expect a low single digit percentage point headwind to Cloud's operating margin for the remainder of 2026 related to the acquisition.",1,True
"Moving to investment, we are updating our full year 2026 CapEx guidance range to $180 to $190 billion, up from our previous estimate of $175 to $185 billion, to now include investment related to the acquisition of Intersect, which closed in March.",1,True
We are seeing unprecedented internal and external demand for AI compute resources.,0,False
"The investment we're making in AI is delivering strong growth, as evidenced by the record revenue and backlog growth in Google Cloud and strong performance in Google Services.",0,False
"Looking ahead, these strong results reinforce our conviction to invest the capital required to continue to capture the AI opportunity.",2,True
"As a result, we expect our 2027 CapEx to significantly increase compared to 2026.",1,True
"In terms of expenses, as we've discussed previously, the significant increase in our investments in technical infrastructure will continue to put pressure on the P&L in the form of higher depreciation expense and related data center operations costs, such as energy.",0,False
"We also expect to continue hiring in key investment areas such as AI and Cloud, and are investing in marketing to support our AI products.",1,True
"To conclude, Q1 was an outstanding quarter for Alphabet, and our teams continue to execute with high level of discipline and velocity, delivering amazing innovation.",0,False
"We look forward to sharing more in the coming weeks at IO, Google Marketing Live, and Brandcast.",0,False
I'm going to take this opportunity to thank our employees for their contributions to our performance.,0,False
"Sundar, Philipp and I will now take your questions.",0,False
"As a reminder, to ask a question, you will need to press 1 on your telephone.",0,False
"To prevent any background noise, we ask that you please mute your line once your question has been stated.",0,False
Your first question comes from Brian Nowak with Morgan Stanley.,0,False
Brian Nowak (Morgan Stanley) Thanks for taking my questions.,0,False
"The first one, Sundar, on a recent podcast, you talked about how you were acutely constrained on compute, something you focused on almost every week to make sure you're deploying capacity correctly.",0,False
"As you sort of look at the Search business, what are the areas that you are most excited about applying next generation compute toward, to sort of generate an ROIC on that return in Search in the next 12 months Then the second one is on the sale of the TPUs to third parties.",0,False
"Can you help us philosophically understand the strategy around pricing them, given the high ROIC of using TPUs to power multiyear Google Cloud workloads, a little bit Thanks.",0,False
"Sundar Pichai, CEO, Alphabet and Google Thanks, Brian.",0,False
I'll take the Search one first.,0,False
"Obviously, you've seen we are taking advantage of all our investments in building the Gemini models, and both obviously applying it in Search and the Gemini app, driving innovations in AI Overviews and AI Mode.",0,False
And they're all contributing to the increased usage of the product.,0,False
"I do think looking ahead across both these surfaces, there is a massive opportunity to go deeper in what we do for our users.",2,True
"I think bringing agentic workflows to consumers in a way that it's easy for them to do, including in the context of Search, I see as a huge opportunity ahead, and obviously, we are in very, very early innings of all that.",1,True
"But our investments in our full stack of AI approach I think puts us in a good position to bring those experiences to Search, and I'm pretty excited about it.",0,False
"On the second question around TPUs, obviously, we do think about it as what are we doing through Google Cloud to help our customers, and that's the framework with which we think about it.",0,False
"In that context, there are situations where it makes sense, for example, you take customers like capital markets, where they're running these highly performant AI workloads, they wanted TPUs in their data centers.",0,False
"Those trends are true across a diverse set of industries, and in certain cases, frontier AI labs, too.",0,False
And so we are opportunistic about it.,0,False
But I do think we step back and think about it overall as the opportunity for Google Cloud.,0,False
A lot of it is providing infrastructure through Cloud.,0,False
"At times, it is direct sales of TPU hardware to a select group of customers.",0,False
"But again, we do take ROIC approach, and some of it helps us get more economies of scale, scale in our overall compute environment as well.",0,False
"And so, it helps us invest in the cutting edge, which we need to do with the next generation as well.",0,False
"Brian Nowak (Morgan Stanley) Thanks, Sundar.",0,False
Operator Your next question comes from Doug Anmuth with JP Morgan.,0,False
Douglas Anmuth (JP Morgan) Thanks so much for taking the questions.,0,False
One for Anat and one for Philipp.,0,False
"Anat, you talked about 2027 CapEx, that it will increase significantly.",0,False
"And I know you didn't quantify it, but how do you think about the current CapEx trajectory's ability to service this massive backlog that you've built up in just the last quarter, and what will no doubt increase going forward Then, Philipp, can you just talk more about the drivers of Search queries at an all time high And then how you're thinking about how much room there may be to increase coverage of Search queries, just the ability to show Ads against the higher percentages of queries than the 20% you've been at historically.",0,False
"Anat Ashkenazi, SVP and CFO, Alphabet and Google Thanks, Doug, for the question.",0,False
Let me start with your first question on CapEx and how we think about CapEx increase going into 2027.,0,False
You've seen us over the past several years increase CapEx every year.,0,False
"And we have done it very thoughtfully to meet the demand that we are seeing, both from external customers as well as demands across the organization.",0,False
"And you're seeing the proof point, the ROIC on that, in terms of just the growth rate we're seeing, whether it's growth rate within Search or certainly the Cloud business, and the opportunity we have within the Cloud backlog.",0,False
"So as we're seeing that robust demand across the business, we are looking at what can we do to support that growing demand and the opportunity ahead of us, and increasing CapEx to meet that demand we’ll provide more clarity in a future earnings call about what that number will be.",2,True
But that's the opportunity we're seeing ahead of us.,1,True
"It's quite meaningful, and we want to make sure we capitalize [on] that and we do it in a way that's responsible, as we've done to date.",0,False
"Philipp Schindler, SVP and CBO, Google So, on the second part of your question, first of all, just to zoom out for a second.",0,False
"I mean, we're very pleased with the performance of our Ads business here.",0,False
"As Anat shared, Google Services benefitted from a strong FX tailwind.",0,False
That's important to keep in mind.,0,False
"The strength we saw in Search was not due to a single driver, but was really the result of many parts of our business showing strength and working very well together.",0,False
"If I just deep dive for a second with the vertical perspective, Retail, Finance, I talked about it and Health, drove the greatest contribution, although all major verticals actually contributed.",0,False
"And we make hundreds of changes every quarter to improve the user experience, the advertiser experience.",0,False
And so that's really contributing to our performance here.,0,False
And we've also been able to generate very strong Ads performance while significantly evolving the Search results.,0,False
"Each year, the queries continue to grow, and as Sundar mentioned, they were at an all time high.",0,False
"We see AI Overviews and AI Mode continue to drive greater Search usage and growth in overall queries, including in commercial queries.",0,False
"You specifically asked about the 20% on the coverage side, and as I said before, I think with the ability of AI to better understand intent and a lot of other vectors around it, I think there is upside in that coverage number.",0,False
"And overall, just the understanding that we have with Gemini on intent has just significantly expanded our ability to deliver Ads on longer, more complex searches that were previously really difficult to monetize.",0,False
"So, and I shared earlier, we are deploying our Gemini models now across all of our Ads infrastructure, and it's really driving improvements across the big three areas that I highlighted in my prepared remarks.",0,False
Douglas Anmuth (JP Morgan) Thank you both.,0,False
Operator Our next question comes from Eric Sheridan with Goldman Sachs.,0,False
Eric Sheridan (Goldman Sachs) Thanks so much for taking the questions.,0,False
"The first one, just building on the answers so far, when you look at the backlog you disclosed today, Sundar, would love to know if you can come back to your comments on AI infrastructure and your unique approach and how that positions you to either build capacity, scale compute, and do it in a way that is, as Anat said, sort of effective from a margin standpoint as well as a compute standpoint Just to understand where you sit competitively in your mind relative to others.",0,False
"Then, Philipp, to bring you into the conversation, you referenced UCP, and there's been a lot of industry inertia around UCP.",0,False
"Very quickly, talk to us a little bit about what UCP means for the Services business as agentic commerce scales in the years ahead.",1,True
"Sundar Pichai, CEO, Alphabet and Google Thanks, Eric.",0,False
"Look, I do think we are genuinely differentiated.",0,False
"We are unique in the market because of our vertically optimized AI stack and the way we co-develop the components from our infrastructure and models, to platforms and the tools, to applications and agents.",0,False
"And the fact that we own frontier models, own the silicon, really helps us stay ahead of the curve.",1,True
"And on top of it all, just to put an extra point on it, the deep investment in our security layers to keep everything safe.",0,False
And I think we are the only provider on the market that offers all of these in a vertical stack.,0,False
"So overall, again, to my earlier comments to Brian, I think about it all as Google Cloud.",0,False
"We have many different ways to serve our customers, so we can meet them, in a way, suited to their needs, I think better than other players here.",0,False
"And I do think, looking ahead, our ability to invest in this moment and stay at the frontier puts us in a strong position.",2,True
"And I think we are doing it based on tangible demand signals we are seeing, and it's not just on the revenue side, but I'm talking from an ROIC framework.",0,False
And that's what is helping us navigate this moment responsibly.,0,False
"Philipp Schindler, SVP and CBO, Google And to the second part of your question, look, we're in the early stages of the agentic era.",0,False
Agentic is more than just completing transactions.,0,False
"We see agentic experiences as additive, and it will really transform how we shop, from discovery to decisions, while helping, obviously, brands differentiate themselves.",0,False
"We've been very intentional about creating an agentic experience that works for our users, our partners, for the entire ecosystem, and our goal is really to remove the grunt work of shopping, so consumers can focus on the enjoyable parts.",0,False
"For decades, you could either shop fast or smart, and I think with agentic commerce, you no longer have to actually choose between speed and certainty here, and the vision is to make commercial experiences across the board assistive, more personal, more fluid.",0,False
"We're carefully designing space and agentic workflows for users to really see valuable components of their shopping journey, beyond just price, such as customer service, brand loyalty, and more, while removing the friction of the process that I just talked about, and this is exactly where that part of your question kicks in, the universal commerce protocol, the new open standard for agentic commerce that works actually across the entire shopping journey, from the discovery to the buying and the post purchase support that we just talked about.",0,False
"And it was really co-developed with the industry leaders, including, I mentioned Shopify, Etsy, Walmart, and so on.",0,False
"We've received tremendous feedback so far from hundreds of top tech companies, payments partners, retailers, really interested in integrating.",0,False
"And it will help power a new checkout experience in AI Mode, in Search, in the Gemini app, and allowing shoppers to actually check out from select merchants right as they're researching on Google and going through this journey.",0,False
"So we're very, very excited about it.",0,False
Operator Our next question comes from Ross Sandler with Barclays.,0,False
Ross Sandler (Barclays) Just following up on the last question on agentic shopping.,0,False
